id,name,business_type,type,address,location,pname,cityname,adname,tel,business_area,rating,cost,longitude,latitude
B0K2Z5XMPU,柳州肥姨妈大骨螺蛳粉(营角上店),小吃店,餐饮服务;中餐厅;中餐厅,营角上路9号紫荆花园A栋3号店面,"114.941082,25.846507",江西省,赣州市,章贡区,13217073383,东阳山路,4.5,19.00,114.941082,25.846507
B0FFG8PYVY,余水胜美食(瑞安家园2区店),小吃店,餐饮服务;中餐厅;中餐厅,瑞安家园2区北门旁,"114.940274,25.825099",江西省,赣州市,章贡区,15970804771,[],4.6,21.00,114.940274,25.825099
B0J1AC45XA,塔斯汀中国汉堡(水游城X公域店),小吃店,餐饮服务;快餐厅;快餐厅,水游城X公域B座南门旁,"114.932361,25.815393",江西省,赣州市,章贡区,19917128456,[],4.7,18.00,114.932361,25.815393
B0FFLCL90R,味千拉面(杉杉奥特莱斯广场·赣州店),小吃店,餐饮服务;中餐厅;中餐厅,杉杉奥特莱斯购物广场一楼B116号商铺,"114.945540,25.803061",江西省,赣州市,章贡区,4009201097,[],4.5,40.00,114.94554,25.803061
B0J1FK0B7O,李记烧饼,小吃店,餐饮服务;餐饮相关场所;餐饮相关,柴火坪19-1,"114.939917,25.847719",江西省,赣州市,章贡区,18279113641,东阳山路,4.4,14.00,114.939917,25.847719
B0HU1MA1CP,十字街老太婆小吃(富苑小区店),小吃店,餐饮服务;中餐厅;中餐厅,水南镇章江路12号富苑小区,"114.927520,25.822688",江西省,赣州市,章贡区,13387085288;17307071557,[],4.2,14.00,114.92752,25.822688
B0JUHMOL6T,贝西姆·流芯披萨(阳光瑞香新城店),小吃店,餐饮服务;餐饮相关场所;餐饮相关,全南路39-56号,"114.941911,25.817361",江西省,赣州市,章贡区,19917194144,[],4.8,36.00,114.941911,25.817361
B0FFG4SY40,周记早点(阳明路店),小吃店,餐饮服务;中餐厅;中餐厅,坛子巷11-A-3,"114.942334,25.863004",江西省,赣州市,章贡区,13907972817,[],4.4,15.00,114.942334,25.863004
B0G3NDPY80,张亮麻辣烫(万象城直营店),小吃店,餐饮服务;中餐厅;特色/地方风味餐厅,新赣州大道8号华润中心B1区15号幸福汇商铺古茗奶茶隔壁,"114.926878,25.815688",江西省,赣州市,章贡区,18170699992,[],4.0,26.00,114.926878,25.815688
B0FFG3UCFI,阿乌叼早餐店,小吃店,餐饮服务;中餐厅;中餐厅,天竺山路12号,"114.957672,25.853459",江西省,赣州市,章贡区,15970042281,红旗大道,4.6,11.00,114.957672,25.853459
B0I3TK3RY5,必胜客(赣州经开万达店),小吃店,餐饮服务;快餐厅;必胜客,东江源大道辅路与金岭大道交叉口北180米,"114.901530,25.841805",江西省,赣州市,章贡区,13197913608;4008200775,[],4.5,48.00,114.90153,25.841805
B0FFG3UMNM,绝味鸭脖(赣州八一四店),小吃店,餐饮服务;餐饮相关场所;餐饮相关,八一四大道20-5号,"114.956253,25.843314",江西省,赣州市,章贡区,18379750400,文明大道,4.0,28.00,114.956253,25.843314
B0FFGSD62D,大余蓝氏烫皮,小吃店,餐饮服务;中餐厅;中餐厅,大公路35-1号(家常菜饭馆旁),"114.947494,25.857806",江西省,赣州市,章贡区,13426559847,[],4.2,8.00,114.947494,25.857806
B0IDL7HSU3,塔斯汀中国汉堡(水南新村店),小吃店,餐饮服务;快餐厅;快餐厅,章贵区水南新村西二区90号,"114.944717,25.824105",江西省,赣州市,章贡区,19323977680,瑞金路,4.7,21.00,114.944717,25.824105
B031D0RA6F,华顺美食,小吃店,餐饮服务;中餐厅;中餐厅,东阳山路8号4-5号,"114.938396,25.847673",江西省,赣州市,章贡区,18970141776;18970788626,营角上,4.4,13.00,114.938396,25.847673
B0JUHSTMCG,什嗲婆粉馆(阳明国际店),小吃店,餐饮服务;中餐厅;中餐厅,阳明国际中心西北1门旁,"114.919948,25.810271",江西省,赣州市,章贡区,18379794366,[],4.2,16.00,114.919948,25.810271
B0L6U92LAX,洪都大拇指(赣州中联商城店),小吃店,餐饮服务;快餐厅;快餐厅,赣江街道文清路8号中联商城F栋1楼,"114.941667,25.852191",江西省,赣州市,章贡区,13750046248,红旗大道,4.7,13.00,114.941667,25.852191
B0JUF7L6WK,解忧麻糍铺,小吃店,餐饮服务;餐饮相关场所;餐饮相关,小南门12号一楼3号,"114.948161,25.852545",江西省,赣州市,章贡区,17679380709,红旗大道,4.5,14.00,114.948161,25.852545
B0I2MG4A2L,麦当劳(赣州万象城店),小吃店,餐饮服务;快餐厅;麦当劳,新赣州大道8号赣州万象城,"114.924842,25.816359",江西省,赣州市,章贡区,0797-8116236,[],4.7,20.00,114.924842,25.816359
B0LABU4SKP,荣膳荷羊肉粉,小吃店,餐饮服务;中餐厅;中餐厅,三百山路16号美地亚天骏4栋9号店面,"114.930111,25.812466",江西省,赣州市,章贡区,15079756560,[],4.3,26.00,114.930111,25.812466
B0FFG3HT0R,曾记汤包铺(赖家围店),小吃店,餐饮服务;餐饮相关场所;餐饮相关,赣江街道赖家围路8号,"114.949196,25.839449",江西省,赣州市,章贡区,13970765884;15979854598,章江北,4.6,12.00,114.949196,25.839449
B0J0AKB5QW,袁记云饺(美地亚天骏店),小吃店,餐饮服务;中餐厅;特色/地方风味餐厅,三百山路16号美地亚天俊4号楼,"114.929966,25.812578",江西省,赣州市,章贡区,19196774835,[],4.6,14.00,114.929966,25.812578
B0HDNCDHY5,塔斯汀中国汉堡(赣州环城路店),小吃店,餐饮服务;快餐厅;快餐厅,环城路13号赣七中旁,"114.935624,25.854695",江西省,赣州市,章贡区,19379558587,文清路,4.7,20.00,114.935624,25.854695
B0LAJUILG0,虎头炸·潮汕南乳炸鸡(招商花园城店),小吃店,餐饮服务;快餐厅;快餐厅,长征大道1号招商花园城L1-K021商铺(招商花园2号门外左侧),"114.936585,25.836132",江西省,赣州市,章贡区,18827242397,瑞金路,4.0,20.00,114.936585,25.836132
B0J1OCD10H,老南昌走井拌粉,小吃店,餐饮服务;快餐厅;快餐厅,信丰路与五指峰路交叉口东40米,"114.921825,25.828207",江西省,赣州市,章贡区,18063782890,[],4.5,20.00,114.921825,25.828207
B0FFIMMVUJ,肯德基(章江店),小吃店,餐饮服务;餐饮相关场所;餐饮相关,章贡新区琴江路与长岗路交汇处达芬奇国际中心一楼肯德基餐厅,"114.929948,25.823366",江西省,赣州市,章贡区,0797-5167616,[],4.5,39.00,114.929948,25.823366
B0FFKGVXFL,罗罐中米粉(大学城文化广场店),小吃店,餐饮服务;快餐厅;快餐厅,蟠龙镇赣南大学城文化广场5号楼301,"114.891737,25.797699",江西省,赣州市,章贡区,17779718080,[],4.1,18.00,114.891737,25.797699
B0FFGHKRHQ,广昌肉丸,小吃店,餐饮服务;餐饮相关场所;餐饮相关,健康路34号,"114.944726,25.850247",江西省,赣州市,章贡区,15979797523,红旗大道,4.3,15.00,114.944726,25.850247
B0GU5YTVO0,瑞金牛肉汤(赣南总店),小吃店,餐饮服务;中餐厅;中餐厅,水南镇章江南大道博德山庄33号,"114.923574,25.839330",江西省,赣州市,章贡区,15970164339;18162169889,客家大道,4.4,56.00,114.923574,25.83933
B0LAYL0PAN,虎头炸·潮汕南乳炸鸡(泽丰环球汇店),小吃店,餐饮服务;快餐厅;快餐厅,泽丰环球汇一层GC006场地,"114.946119,25.820457",江西省,赣州市,章贡区,13517070214,[],4.0,14.00,114.946119,25.820457
B0J6ABVRIL,塔斯汀中国汉堡(九方店),小吃店,餐饮服务;快餐厅;快餐厅,长征大道东侧北端丰德园小区B栋35号门面,"114.936709,25.834321",江西省,赣州市,章贡区,19079714740,瑞金路,4.4,16.00,114.936709,25.834321
B0G2ZHGDZ8,懂汤(赣州万象城店),小吃店,餐饮服务;餐饮相关场所;餐饮相关,琴江路5-175号华润幸福汇27栋4号,"114.927792,25.816594",江西省,赣州市,章贡区,19179020670,[],4.3,41.00,114.927792,25.816594
B0HRGK7CCO,开春传统早餐(赞贤路店),小吃店,餐饮服务;快餐厅;快餐厅,水南镇赞贤路30号嘉逸花苑,"114.929175,25.832842",江西省,赣州市,章贡区,17707975977;17779798505,客家大道,4.5,18.00,114.929175,25.832842
B0LRDR70RD,洪都大拇指(巨亿万达店),小吃店,餐饮服务;快餐厅;快餐厅,八一四大道39号巨亿赣南电商城一期、东区地下室超市B1-C13A,"114.957756,25.832808",江西省,赣州市,章贡区,18518181389,八一四大道,4.4,15.00,114.957756,25.832808
B0FFG8W9F8,肯德基(赣州登峰大道店),小吃店,餐饮服务;快餐厅;肯德基,华润中心万象城B02号商铺,"114.924979,25.816113",江西省,赣州市,章贡区,0797-5169890,[],4.5,[],114.924979,25.816113
B0LAVHYYZ9,不可炸鸡(赣州店),小吃店,餐饮服务;快餐厅;快餐厅,翠微路1号赣州中航城3栋1-10号店面,"114.937155,25.835543",江西省,赣州市,章贡区,18770767709,瑞金路,4.4,20.00,114.937155,25.835543
B0LB3M90JC,虎头炸·潮汕南乳炸鸡(经开万达店),小吃店,餐饮服务;快餐厅;快餐厅,经开万达1145号店铺,"114.901325,25.842075",江西省,赣州市,章贡区,17870478386,[],4.5,18.00,114.901325,25.842075
B0J1HUDYLM,焖小二·豆花牛蛙(步步高店),小吃店,餐饮服务;中餐厅;中餐厅,红旗大道33号步步高·新天地 赣州店F8层,"114.940566,25.848575",江西省,赣州市,章贡区,18046677992,文明大道,4.2,54.00,114.940566,25.848575
B031D03SH6,华莱士·全鸡汉堡(环城路店),小吃店,餐饮服务;快餐厅;快餐厅,环城路22-14号(赣七中斜对面),"114.935354,25.854753",江西省,赣州市,章贡区,0797-8212380,环城路,4.4,17.00,114.935354,25.854753
B0LD7SY8E5,小鱼号酸菜鱼(赣州大学城店),小吃店,餐饮服务;中餐厅;四川菜(川菜),蓉江新区高校园区赣南大学城文化广场4号楼3层307、311号商铺,"114.892485,25.798071",江西省,赣州市,章贡区,19379550209,[],4.5,24.00,114.892485,25.798071
B0H195KYC0,罗记沙嗲面(中海国际社区锦园店),小吃店,餐饮服务;中餐厅;中餐厅,五指峰路中海国际社区锦园B7号商铺,"114.921683,25.827621",江西省,赣州市,章贡区,15779733718,[],4.2,28.00,114.921683,25.827621
B0J6GMH08I,周真真南昌粉面(赣州中央城店),小吃店,餐饮服务;中餐厅;中餐厅,绵江路21号赣州中央城7号楼1-12号商铺,"114.916162,25.814393",江西省,赣州市,章贡区,19970175059,[],4.3,16.00,114.916162,25.814393
B0IDGSQKNH,塔斯汀中国汉堡(福缘小区店),小吃店,餐饮服务;快餐厅;快餐厅,水南镇福缘小区15号店铺,"114.928323,25.803894",江西省,赣州市,章贡区,19379774644,[],4.7,22.00,114.928323,25.803894
B0J1M9VHT3,袁记云饺(赣州市章贡区青年路店),小吃店,餐饮服务;中餐厅;特色/地方风味餐厅,青年路17号,"114.935164,25.855322",江西省,赣州市,章贡区,19170178302,理工,4.5,21.00,114.935164,25.855322
B0GK3MSNK7,塔斯汀中国汉堡(万象城店),小吃店,餐饮服务;快餐厅;快餐厅,章江新区万象城外挂铺33号,"114.926006,25.816010",江西省,赣州市,章贡区,18813480131,[],4.4,19.00,114.926006,25.81601
B0IA7HAH3F,塔斯汀中国汉堡(华坚南路店),小吃店,餐饮服务;快餐厅;快餐厅,章贡区经济开发区华坚路中段第一层南面第二间,"114.896451,25.844705",江西省,赣州市,章贡区,19379770141,华坚路,4.6,18.00,114.896451,25.844705
B0FFI7632Q,德克士(万象国际店),小吃店,餐饮服务;快餐厅;快餐厅,八一四大道15号万象国际广场一楼,"114.957449,25.845600",江西省,赣州市,章贡区,0797-5551900,八一四大道,4.3,33.00,114.957449,25.8456
B0LDU6A4WB,必胜客(赣州巨亿万达广场店),小吃店,餐饮服务;快餐厅;快餐厅,八一四大道39号万达广场赣州巨亿店F1层,"114.957464,25.831948",江西省,赣州市,章贡区,19070421565,八一四大道,4.4,42.00,114.957464,25.831948
B0GDRCBAZZ,德克士(杉杉奥特莱斯广场·赣州店),小吃店,餐饮服务;快餐厅;快餐厅,沙石镇和谐大道18号(杉杉奥特莱斯广场6号门),"114.945285,25.803198",江西省,赣州市,章贡区,13667061460,[],4.6,27.00,114.945285,25.803198
B031D0R5C6,肯德基(赣州西门店),小吃店,餐饮服务;快餐厅;肯德基,红旗大道94号国际时代广场大润发商场一层,"114.922639,25.853745",江西省,赣州市,章贡区,0797-5558936,红旗大道,4.4,[],114.922639,25.853745
B0KDUNTORN,步步高麦当劳餐厅(赣州步步高·新天地 店),小吃店,餐饮服务;快餐厅;麦当劳,红旗大道33号步步高·新天地 赣州店F1层,"114.940706,25.848598",江西省,赣州市,章贡区,[],营角上,4.4,24.00,114.940706,25.848598
B0I23H0FG8,塔斯汀中国汉堡(赣州大学城店),小吃店,餐饮服务;快餐厅;快餐厅,赣南大学城文化广场7号楼一层128-129号店铺,"114.893493,25.797871",江西省,赣州市,章贡区,19079757744,[],4.2,13.00,114.893493,25.797871
B031D0QUXV,肯德基(翠微路店),小吃店,餐饮服务;快餐厅;肯德基,招商花园城一楼,"114.937024,25.835996",江西省,赣州市,章贡区,0797-8195673,瑞金路,4.5,32.00,114.937024,25.835996
B0FFIQUHJ6,肯德基(赣南大学城店),小吃店,餐饮服务;餐饮相关场所;餐饮相关,赣南文化广场一层肯德基,"114.891233,25.798086",江西省,赣州市,章贡区,0797-5560966,[],4.5,[],114.891233,25.798086
B0I33ZPH4E,肯德基(赣州经开万达店),小吃店,餐饮服务;快餐厅;肯德基,东江源大道与金岭大道交叉口西北100米,"114.901682,25.842122",江西省,赣州市,章贡区,0797-8069520,[],4.5,32.00,114.901682,25.842122
B0IUZA3T25,塔斯汀中国汉堡(丰德园店),小吃店,餐饮服务;快餐厅;快餐厅,厚德路32-45号门面,"114.950638,25.854690",江西省,赣州市,章贡区,18970780633,红旗大道,4.4,20.00,114.950638,25.85469
B0J3YUAZZQ,塔斯汀中国汉堡(香溢华府店),小吃店,餐饮服务;餐饮相关场所;餐饮相关,章贡区经开区香溢华府4栋楼2号3号商铺,"114.902872,25.866684",江西省,赣州市,章贡区,19917173050,[],4.6,17.00,114.902872,25.866684
B0JD9542TD,塔斯汀中国汉堡(杨梅新村店),小吃店,餐饮服务;快餐厅;快餐厅,章贡区经开区杨梅新村A25栋45号门面,"114.898585,25.858304",江西省,赣州市,章贡区,19179787991,[],4.3,18.00,114.898585,25.858304
B0LAXD30O8,贝西姆流芯披萨(嘉福万达一期店),小吃店,购物服务;购物相关场所;购物相关场所,经济技术开发区嘉福万达广场11号楼12号13号商业,"114.899045,25.841931",江西省,赣州市,章贡区,19917194144,华坚路,4.3,41.00,114.899045,25.841931
B0LB7CFC2D,牛约堡-手作牛肉汉堡(瑞恒家园店),小吃店,餐饮服务;快餐厅;快餐厅,瑞恒家园西南门门口乐豆家隔壁,"114.933438,25.814068",江西省,赣州市,章贡区,18720600221,[],4.5,22.00,114.933438,25.814068
B0K2OU56IZ,塔斯汀中国汉堡(富苑小区店),小吃店,餐饮服务;快餐厅;快餐厅,章江路12号富苑小区8号楼9-10号商铺,"114.927026,25.822321",江西省,赣州市,章贡区,15374378230,[],4.6,15.00,114.927026,25.822321
B0FFJ16GWQ,肯德基(巨亿广场店),小吃店,餐饮服务;餐饮相关场所;餐饮相关,八一四大道站北区A-03-03地块巨亿赣南电商城一层,"114.956740,25.831898",江西省,赣州市,章贡区,0797-5560896,八一四大道,4.2,61.00,114.95674,25.831898
B0L6XON7EE,肯德基(君尚购物中心赣州店),小吃店,餐饮服务;快餐厅;肯德基,君尚购物中心赣州店,"114.933143,25.817359",江西省,赣州市,章贡区,[],[],4.5,39.00,114.933143,25.817359
B0KKYAALJI,塔斯汀中国汉堡(南门口店),小吃店,餐饮服务;快餐厅;快餐厅,红旗大道南门口南门Q-patk购物中心L1层005号铺位,"114.938626,25.847988",江西省,赣州市,章贡区,15374372903,营角上,4.6,23.00,114.938626,25.847988
B0IKUCDJ2D,塔斯汀中国汉堡(张家围店),小吃店,餐饮服务;餐饮相关场所;餐饮相关,张家围路38号富安楼9-10号店铺,"114.951134,25.841054",江西省,赣州市,章贡区,19147050254,[],4.2,17.00,114.951134,25.841054
B0FFFF490L,江山美食(1号总店),小吃店,餐饮服务;中餐厅;中餐厅,瑞安家园1区南1门旁,"114.937516,25.822571",江西省,赣州市,章贡区,18907975533;18979750499,[],4.5,18.00,114.937516,25.822571
B031D0R5AW,于振华美食,小吃店,餐饮服务;中餐厅;中餐厅,逸豪大道1-5,"114.958212,25.822857",江西省,赣州市,章贡区,13033238199;18779020170,沙河,4.4,19.00,114.958212,25.822857
B0GR5A1HHL,周真真粉面馆(国际时代店),小吃店,购物服务;专卖店;珠宝首饰工艺品,红旗大道94号国际时代广场5-7号楼34号商店,"114.921379,25.855445",江西省,赣州市,章贡区,18170491006;18270972007,红旗大道,4.5,23.00,114.921379,25.855445
B0G1PDM3H6,万方圆拌粉瓦罐汤(瑞安家园店),小吃店,餐饮服务;中餐厅;中餐厅,水南镇宁都路16-21号,"114.939643,25.823933",江西省,赣州市,章贡区,15070785551,[],4.3,13.00,114.939643,25.823933
B0HDH6C40M,新人民食堂,小吃店,餐饮服务;餐饮相关场所;餐饮相关,文明大道宋城1号,"114.953720,25.845228",江西省,赣州市,章贡区,13803587568,文明大道,4.5,44.00,114.95372,25.845228
B0FFKPZ9GF,兴国米粉菜(阳光·龙都嘉苑B区店),小吃店,餐饮服务;中餐厅;中餐厅,阳光·龙都嘉苑B区西1门旁,"114.960926,25.838780",江西省,赣州市,章贡区,13970790589,[],4.6,33.00,114.960926,25.83878
B0HA3533G0,河南羊汤烩面-涛哥,小吃店,餐饮服务;中餐厅;中餐厅,八一四道65号欧曼酒店一楼,"114.956333,25.830244",江西省,赣州市,章贡区,18779065188,八一四大道,4.5,28.00,114.956333,25.830244
B0FFIZJIKP,华莱士·全鸡汉堡(黄金时代),小吃店,餐饮服务;快餐厅;快餐厅|餐饮服务;冷饮店;冷饮店,赞贤路13号华城文远阁A栋店面1号,"114.928528,25.832333",江西省,赣州市,章贡区,4008226004,[],4.4,38.00,114.928528,25.832333
B0L6LXJ3S2,冒胖子市井火锅冒菜(富苑店),小吃店,餐饮服务;中餐厅;火锅店,五指峰路黄记全南猪血粉面馆,"114.925634,25.822598",江西省,赣州市,章贡区,13330146737,[],4.4,23.00,114.925634,25.822598
B0J356T1JP,陕味食族油泼面(赣州步步高),小吃店,餐饮服务;中餐厅;中餐厅,红旗大道33号步步高新天地7楼7015-7016,"114.940719,25.848486",江西省,赣州市,章贡区,19170771690,文明大道,4.3,[],114.940719,25.848486
B0FFKJE5CR,十年炸串(环城路店),小吃店,餐饮服务;餐饮相关场所;餐饮相关,环城路26号,"114.935740,25.855954",江西省,赣州市,章贡区,15717970604;18296162860,红旗大道,4.1,19.00,114.93574,25.855954
B0FFFDSXF4,四星望月(中联商城店),小吃店,餐饮服务;中餐厅;中餐厅|风景名胜;风景名胜相关;旅游景点,文清路8-G栋13号,"114.941011,25.852419",江西省,赣州市,章贡区,0797-5551882;15807077203,文清路,4.5,[],114.941011,25.852419
B0K39CDZP8,合德记顺德双皮奶(赣州万象城店),小吃店,餐饮服务;冷饮店;冷饮店,水南街道三百山路18号天韵雅苑2号楼4-2店铺,"114.930616,25.810754",江西省,赣州市,章贡区,18370496124;18870775475,[],4.4,17.00,114.930616,25.810754
B0FFHRC0S6,开春传统早餐肠粉店,小吃店,餐饮服务;中餐厅;中餐厅,章江北大道140-56春江花月B区25栋6号店面,"114.925735,25.859296",江西省,赣州市,章贡区,17707975977,三康庙,4.5,12.00,114.925735,25.859296
B0JDFMQXYH,蒙自源(赣州万象城店),小吃店,餐饮服务;中餐厅;中餐厅,章江新区新赣州大道8号华润中心幸福汇商业A座17,"114.926563,25.815885",江西省,赣州市,章贡区,19970930060,[],4.2,17.00,114.926563,25.815885
B0K2BR9E6I,黑粉你肥牛火锅粉(赣州大学城店),小吃店,餐饮服务;中餐厅;火锅店,赣南大学城文化广场6栋3楼321号,"114.893300,25.797814",江西省,赣州市,章贡区,19169437710,[],4.1,18.00,114.8933,25.797814
B0L6474OV7,朴大叔拌饭(君尚购物中心店),小吃店,餐饮服务;餐饮相关场所;餐饮相关,君尚购物中心商场L4楼4016铺,"114.932726,25.816747",江西省,赣州市,章贡区,[],[],4.0,24.00,114.932726,25.816747
B0FFHLBBQ9,正宗镇江鸭血粉丝汤(赣州万象城店),小吃店,餐饮服务;餐饮相关场所;餐饮相关,万象城华润大厦C座107号,"114.927297,25.815610",江西省,赣州市,章贡区,13667045799;18870796648,[],4.4,20.00,114.927297,25.81561
B0J0NCEV0E,食蜀记霸道牛肉面(紫荆花园店),小吃店,餐饮服务;中餐厅;中餐厅,营角上11号紫荆花园,"114.940836,25.846867",江西省,赣州市,章贡区,18279760238,东阳山路,4.5,15.00,114.940836,25.846867
B0FFGKQI04,张记老字号洪善土豆卷,小吃店,餐饮服务;餐饮相关场所;餐饮相关,人民巷37号,"114.938734,25.852757",江西省,赣州市,章贡区,13907976792;15970081893,红旗大道,4.2,5.00,114.938734,25.852757
B0FFFFE5NT,巧燕美食(南河路16号大院店),小吃店,餐饮服务;中餐厅;中餐厅,南河路16号(大码头社区旁),"114.934855,25.845625",江西省,赣州市,章贡区,13698472113;18779098604,东阳山路,4.4,16.00,114.934855,25.845625
B0HRO7N7SQ,特色鱼羹肉燕(小南门店),小吃店,餐饮服务;中餐厅;中餐厅,街道章贡区小南门2一8号店面,"114.948109,25.853934",江西省,赣州市,章贡区,18146683011,红旗大道,4.6,10.00,114.948109,25.853934
B0HRO7N7SQ,特色鱼羹肉燕(小南门店),小吃店,餐饮服务;中餐厅;中餐厅,街道章贡区小南门2一8号店面,"114.948109,25.853934",江西省,赣州市,章贡区,18146683011,红旗大道,4.6,10.00,114.948109,25.853934
B0FFL3LW3I,好好吃鸭(万象城店),小吃店,餐饮服务;餐饮相关场所;餐饮相关,万象城B门旁B1-17号,"114.926555,25.815561",江西省,赣州市,章贡区,13479919373,[],4.0,25.00,114.926555,25.815561
B031D006QC,老扁大排档,小吃店,餐饮服务;中餐厅;中餐厅,建国路8-6号江南宋城历史文化旅游区(东南角),"114.943359,25.866327",江西省,赣州市,章贡区,13870701574,[],4.4,50.00,114.943359,25.866327
B0FFGZWML0,瑞金烂厅下牛肉汤,小吃店,餐饮服务;中餐厅;中餐厅,水游城东方童画隔壁,"114.929800,25.812750",江西省,赣州市,章贡区,15083907392;18270792675,[],4.3,8.00,114.9298,25.81275
B0FFGAZO4E,西安面馆,小吃店,餐饮服务;中餐厅;中餐厅,环城路吉祥花园二期63-20,"114.936325,25.857094",江西省,赣州市,章贡区,18870885701,文清路,4.5,13.00,114.936325,25.857094
B0FFFQ29DS,祺桂一心碗碗香麻辣烫(黄金时代店),小吃店,餐饮服务;中餐厅;火锅店,梅州路11号黄金时代四期37栋5号店铺,"114.929054,25.831688",江西省,赣州市,章贡区,18296691980,[],4.1,19.00,114.929054,25.831688
B0K21UUY9C,螺小丰柳州螺蛳粉(赣州店),小吃店,餐饮服务;餐饮相关场所;餐饮相关,会昌路8-1号,"114.941835,25.822494",江西省,赣州市,章贡区,13680278581,[],4.3,[],114.941835,25.822494
B0FFG81U1Z,汉中凉皮卷饼王(九方店),小吃店,餐饮服务;餐饮相关场所;餐饮相关,水南镇赞贤路8-59号,"114.936923,25.834062",江西省,赣州市,章贡区,15007077907,瑞金路,4.4,17.00,114.936923,25.834062
B0KK1CN0GH,谢记大树拌饭(娱乐城店),小吃店,餐饮服务;中餐厅;中餐厅,[],"114.946834,25.827513",江西省,赣州市,章贡区,19914702925,瑞金路,4.3,22.00,114.946834,25.827513
B0FFIK9BDU,江山美食(达芬奇店),小吃店,餐饮服务;中餐厅;中餐厅,长岗路13号达芬奇国际中心F1层,"114.930505,25.824340",江西省,赣州市,章贡区,15779769770;18279723137,[],4.3,14.00,114.930505,25.82434
B0FFFVAM7L,正宗过桥米线,小吃店,餐饮服务;中餐厅;中餐厅,红环路7店面,"114.933967,25.852056",江西省,赣州市,章贡区,13970781740,理工,4.3,14.00,114.933967,25.852056
B0LGPAKM5U,遇见首尔韩式炸鸡(赣州店),小吃店,餐饮服务;餐饮相关场所;餐饮相关,琴江路3号第五大道一期洛克广场AB座9商铺,"114.929604,25.819461",江西省,赣州市,章贡区,14779758463;18379794366,[],4.0,21.00,114.929604,25.819461
B0FFFT5JV1,芳记石城水饺,小吃店,餐饮服务;中餐厅;特色/地方风味餐厅,忠诚府街14号,"114.923977,25.845735",江西省,赣州市,章贡区,13576798870,章江北,4.5,27.00,114.923977,25.845735
B0KK7XO3PO,正谈炸鸡(赣州万象城店),小吃店,餐饮服务;餐饮相关场所;餐饮相关,新赣州大道8号赣州万象城b1,"114.925435,25.815944",江西省,赣州市,章贡区,[],[],4.4,34.00,114.925435,25.815944
B0LGXA8LOH,深夜包子(达芬奇店),小吃店,餐饮服务;餐饮相关场所;餐饮相关,长冈路9-27号,"114.929954,25.824559",江西省,赣州市,章贡区,13125399886,[],4.7,26.00,114.929954,25.824559
B0IBM5YIAH,小鱼号酸菜鱼(章贡环城路店),小吃店,餐饮服务;中餐厅;四川菜(川菜),环城路58号1栋16号店面,"114.935305,25.855309",江西省,赣州市,章贡区,17879766286,红旗大道,4.4,28.00,114.935305,25.855309
B0LA5LV4DY,小鱼号酸菜鱼(章贡杨坑店),小吃店,餐饮服务;中餐厅;四川菜(川菜),赣州经济技术开发区工业三路东侧迎后大道南侧锦绣新天地27号楼4号商铺,"114.863151,25.843949",江西省,赣州市,章贡区,19979793707,[],4.5,27.00,114.863151,25.843949
B0K2FUHEUM,遇见锅物麻辣烫/麻辣香锅(步步高店),小吃店,餐饮服务;中餐厅;中餐厅,南门口步步高商场负一楼国光超市入口对面遇见锅物麻辣烫,"114.940732,25.848546",江西省,赣州市,章贡区,15807073411,营角上,4.0,17.00,114.940732,25.848546
B0FFF6V445,良发烫皮(滨江东苑店),小吃店,餐饮服务;中餐厅;中餐厅,江湾花园西南门西北70米,"114.938790,25.843238",江西省,赣州市,章贡区,15307076422;15970012949,营角上,4.4,11.00,114.93879,25.843238
B0HUL55DJ8,潮味馆潮汕海鲜砂锅粥(南桥新村店),小吃店,餐饮服务;中餐厅;中餐厅,水南镇南桥新村西二区61号,"114.944122,25.823902",江西省,赣州市,章贡区,17770788233,瑞金路,4.6,38.00,114.944122,25.823902
B0I1UZ046R,珍小七现切猪杂粥(南桥新村西三区店),小吃店,餐饮服务;中餐厅;中餐厅,南桥新村西三区19号,"114.944208,25.825473",江西省,赣州市,章贡区,13632658119,瑞金路,4.6,41.00,114.944208,25.825473
B0HUFZX9TA,合丫头手工小吃(瑞平小区店),小吃店,餐饮服务;餐饮相关场所;餐饮相关,锦绣虔城南门西南50米,"114.942655,25.823656",江西省,赣州市,章贡区,0797-8488855,[],4.2,35.00,114.942655,25.823656
B0FFH3LODO,必旺客中式快餐连锁(梅关大道店),小吃店,餐饮服务;快餐厅;快餐厅,嘉福尚江尊品8栋13号,"114.944078,25.810552",江西省,赣州市,章贡区,0797-8306888;13247772937,[],4.3,20.00,114.944078,25.810552
B0K04OTF94,李不贵螺蛳麻辣烫,小吃店,餐饮服务;中餐厅;中餐厅,三百山路美地亚天俊,"114.929954,25.812586",江西省,赣州市,章贡区,15350375533,[],4.3,18.00,114.929954,25.812586
B0FFGZWLTP,大余烫皮店(梅州路店),小吃店,餐饮服务;中餐厅;中餐厅,梅州路6号富地中心9栋4号,"114.930546,25.829580",江西省,赣州市,章贡区,13532528554;15270780122,[],4.5,21.00,114.930546,25.82958
B0KAMM18IG,杏子姐姐家D美食,小吃店,餐饮服务;餐饮相关场所;餐饮相关,钨都大道2-102号,"114.925721,25.834808",江西省,赣州市,章贡区,13755818166,客家大道,4.5,[],114.925721,25.834808
